"Last Activity","آخر نشاط"
"Quoted Quantity","كمية نقل"
Action,"العمل"
Respond,"الرد"
Message,"الرسالة"
Comments,"تعليقات"
"Quote for %1 Product(s)","اقتباس %1 Product(s)"
"Show Info","عرض المعلومات"
"Hide Info","إخفاء معلومات"
"Show Description","عرض الوصف"
"Hide Description","إخفاء الوصف"
Quantity,"الكمية"
"%1 Units","%1 وحدة"
"Expected Price","السعر المتوقع"
"%1 Per Unit","%1 لكل وحدة"
"Expected Total","المجموع المتوقع"
"Requires Samples","يتطلب عينات"
"Show Sample Images","عرض عينة من الصور"
"Hide Sample Images","إخفاء عينة من الصور"
"Quote Summary","اقتباس ملخص"
"Quote Threads","اقتباس المواضيع"
"Show Threads","عرض المواضيع"
"Requested Quantity","طلبت كمية"
"Requires Sample","يتطلب عينة"
"Quotation #","اقتباس #"
"Per Unit","لكل وحدة"
Samples,"عينات"
Unit(s),"وحدة(ق)"
Shipping,"الشحن"
Day(s),"اليوم(s)"
"Sample Security Charges","عينة الأمن رسوم"
"Total Quoted Price","إجمالي السعر المعروض"
you,"لك"
"Approve Last Quote","الموافقة على الاقتباس الأخير"
"Reject Request","رفض طلب"
"please enter message.","يرجى إدخال الرسالة."
"Message is sent successfully.","يتم إرسال الرسالة بنجاح."
"Please enter comments.","يرجى إدخال التعليقات."
"Quote is approved.","اقتباس الموافقة."
"please enter comments.","يرجى إدخال التعليقات."
"Quote is rejected.","اقتباس رفض."
"Requested Quote for : %1","طلب اقتباس : %1"
"Created At : ","أنشأت في :"
"Description : ","وصف :"
"Attachments : ","المرفقات :"
"Requested Quote for %1 Product(s)","طلب اقتباس %1 Product(s)"
"View Suppliers Reponse","عرض الموردين الرد"
"Product Name","اسم المنتج"
"Quote Status","اقتباس حالة"
"Created After","التي تم إنشاؤها بعد"
"Created Before","التي تم إنشاؤها من قبل"
"Requested Quotes for Products","طلب ونقلت عن المنتجات"
Filters,"المرشحات"
"Quote's Status","اقتباس حالة"
"All Status","كل حالة"
"Apply Filter","تطبيق عامل تصفية"
"Active filters:","يشتغل:"
Remove,"إزالة"
"Clear all","مسح جميع"
Suppliers,"الموردين"
"Quoted Qty.","ونقلت الكمية."
"Requested On","طلب على"
"Product(s) Information","المنتج(ق) المعلومات"
Quanity,"كانيتي"
Price,"السعر"
" per qty","في الكمية"
Category,"الفئة"
"Enter Product Name or SKU Number","أدخل اسم المنتج أو رقم الكود"
"Product Description","وصف المنتج"
"Product Quantity","كمية المنتج"
"Expected Price per Quantity","السعر المتوقع في الكمية"
"Yes,"العينة المطلوبة"
"No,"عينة غير مطلوبة"
"Sample Product Images","عينة من الصور المنتج"
"Add Image","إضافة صورة"
"Add Sample Images.","إضافة عينة من الصور."
"Add Product","إضافة منتج"
"Quote Title","اقتباس العنوان"
"Quote Brief","اقتباس مختصر"
"Add Attachment","إضافة المرفقات"
"Contact Information","معلومات الاتصال"
Name,"اسم"
"Company Name","اسم الشركة"
Address,"عنوان"
"Contact Number","رقم الاتصال"
Reset,"إعادة تعيين"
"Request for Quote","طلب اقتباس"
"Delete image","حذف صورة"
"No record found! Please search for another keyword.","لا يوجد سجل وجدت! الرجاء البحث عن آخر الكلمة."
"Ask Question to Admin","طرح سؤال على المشرف"
"Top Selling Category","أعلى بيع الفئة"
"Lifetime Sales","عمر مبيعات"
"Total Payout","إجمالي تعويضات"
Yearly,"سنويا"
Monthly,"الشهري"
Weekly,"الأسبوعية"
Daily,"يوميا"
Activities,"الأنشطة"
"Price Rating","سعر تصنيف"
"Value Rating","تصنيف القيمة"
"Quality Rating","تقييم الجودة"
Subject,"الموضوع"
"Your Query","الاستعلام الخاص بك"
Submit,"تقدم"
"Latest Orders","أحدث أوامر"
"View All Orders","عرض جميع أوامر"
"View All","عرض جميع"
"Latest Comments & Reviews","أحدث التعليقات و الآراء"
"No comment & review available","لا تعليق & استعراض المتاحة"
Value,"القيمة"
Quality,"الجودة"
"Customer: ","العميل:"
"Date: ","التاريخ:"
"Price Reviews","سعر استعراض"
"Quality Reviews","جودة التقييمات"
"Value Reviews","قيمة استعراض"
Order(s),"أوامر"
Process,"عملية"
Product(s),"منتجات"
"Top Selling Products","أعلى بيع المنتجات"
"%1 Sales","%1 المبيعات"
Customer(s),"الزبائن"
"This month customer count","هذا الشهر العملاء العد"
"Last month customer count","الشهر الماضي العملاء العد"
Dashboard,"لوحة القيادة"
Messages,"رسائل"
"Order and Quotes","من أجل ونقلت"
Customers,"العملاء"
Products,"المنتجات"
Menu,"القائمة"
"Add Products","إضافة المنتجات"
"My Products List","بلدي قائمة المنتجات"
"Configurable Attribute","شكلي السمة"
Microsite,"الموقع"
Orders,"أوامر"
Transactions,"المعاملات"
Review,"استعراض"
"Become Supplier","تصبح المورد"
"Account Settings","إعدادات الحساب"
RFQ,"طلب اقتباس"
"Seller Panel","البائع الفريق"
"My Account","حسابي"
"Account Setting","إعداد حساب"
"View Profile","عرض الملف الشخصي"
Logout,"خروج"
"Toggle Nav","تبديل Nav"
"Allowed Product Min Qty to Purchase for Customer","يسمح المنتج دقيقة الكمية لشراء العملاء"
"Is Featured Product","هو المنتج المميز"
"Posted on","نشر على"
"Quantity - ","الكمية -"
"Price - ","السعر"
"Posted By - ","نشرت من قبل -"
"Location - ","الموقع"
"Send Quote","إرسال الاقتباس"
"please enter a message.","يرجى إدخال رسالة."
"Register as Supplier","تسجيل المورد"
Account,"الحساب"
Information,"المعلومات"
Personal,"الشخصية"
"You are","أنت"
Done,"به"
"Email Address","عنوان البريد الإلكتروني"
"Password","كلمة المرور"
"Confirm Password","تأكيد كلمة المرور"
Proceed,"المضي قدما"
"First Name","الاسم الأول"
"Last Name","الاسم الأخير"
Phone,"الهاتف"
"Company Url","شركة Url"
"This will be used to display your public profile","سيتم استخدام هذا إلى عرض الملف الشخصي العام"
"Address Information","معلومات العنوان"
Country,"البلد"
State/Province,"الدولة/المقاطعة"
"Please select a region,"الولاية أو المقاطعة."
City,"المدينة"
"Address Line","سطر العنوان"
"Zip/Postal Code","الرمز البريدي/الرمز البريدي"
Register,"تسجيل"
"Voila! Account Created!","فويلا! حساب خلق!"
"You have successfully registered as Supplier with us.","كنت قد سجلت بنجاح كما المورد مع الولايات المتحدة."
"Go to Dashboard","الذهاب إلى لوحة التحكم"
"Create a MicroSite","إنشاء الموقع"
"You can setup and customize your very own MicroSite for free,"حيث يمكنك عرض المعلومات الخاصة بك والمنتجات."
"Choose Relevant Categories","اختيار الفئات ذات الصلة"
"You can choose the categories you want to sell for and you will only receive relevant product quotations.","يمكنك اختيار الفئات التي ترغب في بيع وسوف تتلقى فقط المنتجات ذات الصلة الأسعار."
"Get Premium Badge","الحصول على قسط شارة"
"You can verify your business and become a Preminum Supplier for free to receive relatively more quotations.","يمكنك التحقق من الأعمال التجارية الخاصة بك وتصبح Preminum مورد مجاني لتلقي نسبيا أكثر الاقتباسات."
"Congratulations! Shop name is available.","تهانينا! اسم المحل هو متاح."
"Sorry! But this shop name is not available,"يرجى تعيين محل آخر الاسم."
"Supplier Sign In","المورد تسجيل الدخول"
"Sign In","تسجيل الدخول"
"Don't have account? Click here to register as Supplier","ليس لديك حساب ؟ اضغط هنا للتسجيل كما المورد"
"No Messages","لا رسائل"
Info,"معلومات عن الفندق"
Block,"كتلة"
"Type your reply here.","اكتب رد هنا."
Send,"إرسال"
"Categories you are selling and receiving quote for - ","فئات كنت تبيع وتلقي الاقتباس -"
"Select Categories","حدد فئات"
"Save Categories","حفظ فئات"
"Company Logo","شعار الشركة"
"Reset Logo","إعادة تعيين الشعار"
"Remove Logo","إزالة شعار"
"Company Banner","شركة راية"
Delete,"حذف"
"Delete Banner","حذف راية"
"no image","لا صورة"
"Company Tagline","شركة الشعار"
"Registered In","مسجلة في"
"Company Team Size","الشركة حجم الفريق"
Certification,"شهادة"
"Operational Address","عنوان التشغيلي"
State,"الدولة"
"Zip/Postal code","الرمز البريدي/الرمز البريدي"
Zip/Postcode,"الرمز البريدي/الرمز البريدي"
"Phone Number","رقم الهاتف"
"Corporate Address","عنوان الشركة"
"Update Information","معلومات التحديث"
"Company Overview","نظرة عامة على الشركة"
"Meta Keywords","الكلمات الرئيسية ميتا"
"Enter Meta Keywords Comma(',"') فصل.."
"Meta Description","وصف ميتا"
Twitter,"تويتر"
"Allow to Display Twitter Icon in Profile Page","السماح لعرض أيقونة تويتر في صفحة الملف الشخصي"
Facebook,"Facebook"
"Allow to Display Facebook Icon in Profile Page","السماح لعرض Facebook أيقونة في صفحة الملف الشخصي"
Instagram,"Instagram"
"Allow to Display Instagram Icon in Profile Page","السماح لعرض Instagram أيقونة في صفحة الملف الشخصي"
"Google Plus","جوجل بلس"
"Allow to Display Google Plus Icon in Profile Page","السماح لعرض جوجل بلس أيقونة في صفحة الملف الشخصي"
"Youtube ID","يوتيوب ID"
"Allow to Display Youtube Icon in Profile Page","السماح لعرض يوتيوب أيقونة في صفحة الملف الشخصي"
"Vimeo ID","فيميو ID"
"Allow to Display Vimeo Icon in Profile Page","السماح لعرض فيميو أيقونة في صفحة الملف الشخصي"
"Pinterest ID","بينتيريست ID"
"Allow to Display Pinterest Icon in Profile Page","يسمح عرض بينتيريست أيقونة في صفحة الملف الشخصي"
"Tax/VAT Number","الضرائب/ضريبة القيمة المضافة عدد"
"Enter Tax or VAT number","أدخل الضرائب أو ضريبة القيمة المضافة عدد"
Role/Designation,"الدور/تعيين"
"Response Time","وقت الاستجابة"
From,"من"
To,"إلى"
"Return Policy","عودة السياسة"
"Shipping Policy","سياسة الشحن"
"Privacy Policy","سياسة الخصوصية"
"Profile Page Target Url Path","صفحة الهدف مسار Url"
"Profile Page Request Url Path","صفحة طلب مسار Url"
"Collection Page Target Url Path","جمع الصفحة الهدف مسار Url"
"Collection Page Request Url Path","الصفحة جمع طلب مسار Url"
"Review Page Target Url Path","استعراض الصفحة الهدف مسار Url"
"Review Page Request Url Path","صفحة استعراض الطلب مسار Url"
"Location Page Target Url Path","صفحة الموقع المستهدف مسار Url"
"Location Page Request Url Path","صفحة الموقع طلب مسار Url"
"Privacy Policy Page Target Url Path","صفحة سياسة الخصوصية الهدف مسار Url"
"Privacy Policy Page Request Url Path","صفحة سياسة الخصوصية طلب مسار Url"
"Minimum Qty. To Order - %1","الحد الأدنى من الكمية. - %1"
Location,"الموقع"
"Make a Review","إجراء استعراض"
"positive feedback","ردود فعل إيجابية"
"%1 ratings","%1 التقييم"
"Visit Shop","زيارة متجر"
"Visit Website","زيارة موقع"
"Message Supplier","رسالة المورد"
"More Information","مزيد من المعلومات"
"Response Rate","معدل الاستجابة"
Hour(s),"الساعة(s)"
"SELLER'S COLLECTION","البائع جمع"
"We can't find products matching the selection.","ونحن لا يمكن العثور على منتجات مطابقة التحديد."
"Min. Order","دقيقة. النظام"
"Add to Cart","إضافة إلى السلة"
"In stock","في الأوراق المالية"
"Add to Wish List","إضافة إلى قائمة الأمنيات"
"Add to Compare","إضافة إلى مقارنة"
"Learn More","معرفة المزيد"
Verified,"التحقق"
"Premium Supplier","المورد قسط"
"%1 Ratings","%1 التقييم"
Close,"قريب"
"Write a Message","إرسال رسالة"
"Please enter desired result","يرجى إدخال النتيجة المرجوة"
"Send Message","إرسال رسالة"
" Wrong verification number. ","الخطأ رقم التحقق."
Contact,"الاتصال"
"Supplier Info","معلومات المورد"
"Supplier Address","مورد عنوان"
"Postal Code","الرمز البريدي"
"Supplier Contact Card","المورد بطاقة الاتصال"
"Featured Products","المنتجات المميزة"
"View Detail","عرض التفاصيل"
"View Larger Map","عرض خريطة أكبر"
Review(s),"استعراض(s)"
"About Company","عن الشركة"
Policies,"السياسات"
"Operation Address","عملية معالجة"
Overview,"نظرة عامة"
"Social Channels","القنوات الاجتماعية"
"Check in Facebook","تحقق في Facebook"
"Check in Twitter","تحقق في تويتر"
"Check in Google+","تحقق في Google+"
"Google +","جوجل +"
"Check in Vimeo","تحقق في فيميو"
Vimeo,"فيميو"
"Check in Youtube","تحقق في يوتيوب"
Youtube,"يوتيوب"
"Check in Instagram","تحقق في Instagram"
"Check in Pinterest","تحقق في بينتيريست"
Pinterest,"بينتيريست"
"Click Here to View Privacy Policy","انقر هنا للاطلاع على سياسة الخصوصية"
Subtotal,"المجموع الفرعي"
"Qty #","الكمية #"
Loading...,"تحميل..."
"Add Row","إضافة صف"
Summary,"ملخص"
"Proceed to Checkout","الشروع في الخروج"
Average,"متوسط"
"%1 Stars","%1 النجوم"
"based on %1 Ratings","استنادا إلى %1 التقييم"
"Write a Review","كتابة مراجعة"
"On - %1","على %1"
"%1 star","%1 نجمة"
"View All Reviews","عرض جميع التعليقات"
"Recently Added Products","وأضاف في الآونة الأخيرة المنتجات"
"View Collection","عرض مجموعة"
"View All %1 Products","عرض كافة %1 المنتجات"
Search,"البحث"
Buyer,"المشتري"
"Quote Again","أقتبس مرة أخرى"
"Sending Quote Request To","إرسال الاقتباس طلب"
"Quote Info","اقتباس معلومات"
"Quote Quantity","اقتباس الكمية"
"Quote Price Per Quantity","اقتباس السعر في الكمية"
"Sample Info","نموذج معلومات"
"Sample Unit","عينة وحدة"
"Yes - Applicable","نعم ينطبق"
"No - Not Applicable","لا لا ينطبق"
"Sample Charges Per Unit","رسوم عينة لكل وحدة"
"Shipping Info","معلومات الشحن"
"Shipping Time (In Days)","وقت الشحن (في أيام)"
"Note For Customer","ملاحظة للعملاء"
"Customer Name","اسم العميل"
Requested,"طلب"
" Units","الوحدات"
"View Request","عرض طلب"
"You have earned the Verified Supplier Badge","كنت قد حصلت على التحقق من المورد شارة"
"Once you verify the details above you will get the Verification Badge which will be displayed along with the profile.","بمجرد التحقق من التفاصيل أعلاه سوف تحصل على شارة التحقق التي سيتم عرضها جنبا إلى جنب مع الشخصية."
"You can not delete demo account user.","لا يمكنك حذف الحساب التجريبي المستخدم."
"You can not update demo account information.","لا يمكنك تحديث حساب تجريبي المعلومات."
"You can not change demo account information.","لا يمكنك تغيير الحساب التجريبي المعلومات."
"This action is disable on demo.","هذا العمل هو تعطيل التجريبي."
"You can not change this product detail.","لا يمكنك تغيير هذا المنتج من التفصيل."
"Welcome,"يرجى تسجيل الدخول"
Username,"اسم المستخدم"
"user name","اسم المستخدم"
password,"كلمة المرور"
"* Required Fields","* الحقول المطلوبة"
"If you have an account,"تسجيل الدخول باستخدام عنوان البريد الإلكتروني الخاص بك."
Email,"البريد الإلكتروني"
"Sign in","تسجيل الدخول"
"Forgot Your Password?","نسيت كلمة المرور الخاصة بك ؟ "
"Don't have account? Click here to register","ليس لديك حساب ؟ اضغط هنا للتسجيل"
"Registered Customers","العملاء المسجلين"
Login,"تسجيل الدخول"
"Delete Demo","حذف Demo"
"Demo Information","Demo المعلومات"
"Manage Buttons","إدارة أزرار"
"Button ID","زر ID"
Title,"العنوان"
Link,"الرابط"
"Demo Data","البيانات التجريبي"
"Sub Title","العنوان الفرعي"
"Background Color","لون الخلفية"
Type,"نوع"
Edit,"تحرير"
"Add Demo Information","إضافة Demo المعلومات"
"Addon Code","الملحق رمز"
Heading,"العنوان"
Description,"الوصف"
"Store Text","متجر النص"
"Store Link","رابط متجر"
"User Guide Url ","دليل المستخدم Url"
"Video Url","رابط الفيديو"
"Manage Features","إدارة الميزات"
"Feature ID","ميزة معرف"
"Font Code","الخط رمز"
Content,"المحتوى"
"Type of Feature","نوع من ميزة"
Admin,"المشرف"
Main,"الرئيسية"
"Main Content","المحتوى الرئيسي"
Buttons,"أزرار"
Features,"الميزات"
"Save Demo Product","حفظ المنتج التجريبي"
"List Addons","قائمة إضافات"
"Please select item(s).","الرجاء اختيار البند(ق)."
"A total of %1 record(s) have been effected.","مجموع من %1 سجل(s) قد تم تنفيذه."
"Demo Module ' . . ' is deleted successfull.","Demo وحدة ' . . ' حذف الناجحة."
"You have deleted the button.","عليك حذف زر."
"Something went wrong while deleting the Button.","حدث خطأ أثناء حذف زر."
"You have deleted the feature.","يجب حذف هذه الميزة."
"Something went wrong while deleting the Feature.","حدث خطأ أثناء حذف ميزة."
Demolist,"Demolist"
"This Module no longer exists.","هذه الوحدة لم يعد موجودا."
"You have saved the button.","حفظ زر."
"Something went wrong while saving the Button.","حدث خطأ أثناء حفظ زر."
"You have saved the feature.","حفظ الميزة."
"Something went wrong while saving the Feature.","حدث خطأ أثناء حفظ الميزة."
"Please fill all the feature's details.","يرجى ملء جميع ميزة تفاصيل."
"All Demo Modules","جميع وحدات Demo"
"Invalid image type","غير صالح نوع الصورة"
"There was a problem in uploading image","كانت هناك مشكلة في تحميل الصورة"
"You saved this Demo.","يمكنك حفظ هذا العرض."
"Something went wrong while saving the Demo.","حدث خطأ أثناء حفظ العرض."
"Requested product doesn't exist","المنتج المطلوب غير موجود"
"Demo Product","المنتج التجريبي"
"Demo Products","Demo المنتجات"
"A total of %1 product data(s) have been deleted.","مجموع من %1 بيانات المنتج(ق) قد تم حذفها."
"Product data has been successfully saved.","المنتج البيانات التي تم حفظها بنجاح."
Active,"نشط"
Deactive,"Deactive"
"Select an option","حدد خيارا"
"QA Team","يقوم فريق ضمان الجودة"
Demo,"Demo"
"Manage Demo Buttons","إدارة Demo أزرار"
"Type of Button","نوع من زر"
Frontend,"الواجهة"
Other,"أخرى"
"Add Button","إضافة زر"
"Manage Demo Information","إدارة المعلومات Demo"
"Module Name","اسم الوحدة النمطية"
Image,"صورة"
"User Guide Url","دليل المستخدم Url"
"Youtube Video Id","فيديو يوتيوب Id"
"Custom Option","الخيار مخصص"
Branch/Tag,"فرع/الوسم"
"Package Name","اسم حزمة"
"Permanently enable?","بشكل دائم تمكين?"
"Default Address","العنوان الافتراضي"
"Update Demo Details","التحديث تجريبي التفاصيل"
"Manage Demo Features","إدارة Demo الميزات"
"Font Awesome Code","الخط رهيبة رمز"
"Feature Text","ميزة النص"
"Add Feature","إضافة ميزة"
Install,"تثبيت"
"No demo setup yet","لا demo الإعداد بعد"
"Seller Dashboard","البائع لوحة التحكم"
January,"كانون الثاني / يناير"
February,"شباط / فبراير"
March,"آذار / مارس"
April,"نيسان / أبريل"
May,"قد"
June,"حزيران / يونيه"
July,"تموز / يوليه"
August,"آب / أغسطس"
September,"أيلول / سبتمبر"
October,"تشرين الأول / أكتوبر"
November,"تشرين الثاني / نوفمبر"
December,"كانون الأول / ديسمبر"
"Product approved","المنتج المعتمدة"
"Product disapproved","المنتجات المرفوضة"
". '</span>'",". '</span>'"
"Order placed notification","طلبية من الإخطار"
"Do You Want To Make This Customer As Seller ?","هل تريد أن تجعل هذا العميل البائع ؟ "
"Shop Url","متجر Url"
"Approve Seller","الموافقة على البائع"
"Assign Category","تعيين الفئة"
Commission,"اللجنة"
"Commission Details","لجنة التفاصيل"
"Change Commission","تغيير لجنة"
"Set Commission In Percentage For This Seller","تعيين لجنة في نسبة هذا البائع"
"Payment Information","معلومات الدفع"
"Do You Want To Remove This Seller ?","هل تريد إزالة هذا البائع ؟ "
"Check To Unapprove Seller","تحقق Unapprove البائع"
ID,"معرف"
"Product SKU","المنتج SKU"
"Product Price","سعر المنتج"
"Product Assignment","المنتج المهمة"
"Seller Account Information","البائع معلومات الحساب"
"Seller Profile Information","البائع المعلومات الشخصية"
"Admin Store","المشرف متجر"
"Admin Store View","المشرف عرض متجر"
"Select Store","حدد المتجر"
"Twitter ID","تويتر ID"
"Facebook ID","Facebook ID"
"Instagram ID","Instagram ID"
"Google+ ID","Google+ ID"
"Allow to Display Google+ Icon in Profile Page","السماح لعرض Google+ أيقونة في صفحة الملف الشخصي"
"Moleskine ID","Moleskine ID"
"Allow to Display Moleskine Icon in Profile Page","السماح لعرض Moleskine أيقونة في صفحة الملف الشخصي"
"Shop Title","متجر العنوان"
"Company Locality","شركة محلة"
"Select Country","حدد البلد"
"Company Description","وصف الشركة"
"Marketplace Seller Collection","السوق البائع جمع"
"Marketplace Seller Feedback","السوق البائع ردود الفعل"
"Marketplace Seller Location","السوق البائع الموقع"
"My Orders","أوامري"
Discount,"خصم"
"Total Tax","مجموع الضرائب"
"Shipping & Handling","الشحن والمناولة"
"Adjustment Refund","تعديل رد"
"Adjustment Fee","تعديل رسوم"
"Grand Total","المجموع الكلي"
"Total COD Charges","مجموع رسوم القد"
"Total Ordered Amount","مجموع أمر كمية"
"Total Ordered Amount(in base currency)","مجموع أمرت مبلغ(العملة الأساسية)"
"Total Vendor Amount","إجمالي المبلغ للبائع"
"Total Vendor Amount(in base currency)","إجمالي الموردين مبلغ(العملة الأساسية)"
"Total Admin Commission","مجموع مشرف اللجنة"
"Total Admin Commission(in base currency)","مجموع الادارة(العملة الأساسية)"
"View Order Detail","عرض الطلب التفاصيل"
"Items Ordered","المواد المطلوبة"
Invoices,"الفواتير"
Shipments,"شحنات"
Refunds,"المبالغ المستردة"
"Custom Value","قيمة مخصص"
"View Order","عرض الطلب"
"Order #%1 is %2.","من أجل #%1% 2."
"View Transaction","عرض الصفقة"
"View Review","View استعراض"
"Marketplace Seller Privacy Policy","السوق البائع سياسة الخصوصية"
" 's Privacy Policy","'سياسة الخصوصية"
"All Files","جميع الملفات"
"YouTube and Vimeo supported.","يوتيوب و فيميو الدعم."
"Vimeo supported.<br />To add YouTube video,"من فضلك اطلب من الادارة لتعيين مفتاح API يوتيوب الأولى."
"My Product List","المنتج قائمة"
"Attribute Values","السمة القيم"
"Bulk Images &amp; Price","معظم الصور &أمبير السعر"
"Select Attributes","حدد سمات"
"Marketplace Seller Profile","السوق البائع الشخصي"
"My Transactions","المعاملات"
"Become Seller","تصبح البائع"
"Congratulations! Your seller account is created.","تهانينا! البائع الخاص بك إنشاء حساب."
"Your request to become seller is successfully raised.","طلبك لتصبح البائع بنجاح."
"We can't save the customer.","لا يمكننا إنقاذ العميل."
"Please confirm that you want to become seller.","الرجاء التأكد من أن كنت تريد أن تصبح البائع."
"Shop URL already exist please set another.","متجر URL موجود بالفعل يرجى وضع آخر."
"Marketplace Customers","السوق العملاء"
"Marketplace Seller Dashboard","السوق البائع لوحة التحكم"
"invalid request","طلب غير صالح"
"see error log for details","راجع سجل الأخطاء للحصول على التفاصيل"
"Service unavailable: %1","الخدمة غير متوفرة: %1"
"Marketplace Seller Profile Page","السوق البائع صفحة الملف الشخصي"
"Profile information was successfully saved","المعلومات الشخصية تم حفظها بنجاح"
"Marketplace Vendor Login","السوق بائع تسجيل الدخول"
"Marketplace Notifications","السوق الإخطارات"
"Marketplace Review","السوق استعراض"
"The URL Rewrite has been saved.","إعادة كتابة URL تم حفظها."
"Payment information was successfully saved","معلومات الدفع تم حفظها بنجاح"
"Manage Commission","إدارة اللجنة"
"Manage Feedback","إدارة التعليقات"
"A total of %1 record(s) has been approved.","مجموع من %1 سجل(s) وقد تم الموافقة عليها."
"A total of %1 record(s) has been disapproved.","مجموع من %1 سجل(s) تم رفضها."
"Manage Seller's Order","إدارة البائع النظام"
"A total of %1 record(s) have been approved.","مجموع من %1 سجل(s) تم الموافقة عليها."
"Payment has been successfully done for this seller","الدفع تم بنجاح فعلت هذا البائع"
"We can't pay the seller right now. %1","لا يمكننا دفع البائع الآن. %1"
"Product has been Denied.","المنتج قد تم رفضه."
